,dataset,component,type,description,pvalue,qvalue,LFC
92,full-dataset-ind,126,genomic,b2234,0.013721853830988784,0.08317251625629647,-4.348527371493235
93,full-dataset-ind,131,genomic,b1988|b4252,0.0007056613027203174,0.020321741756360687,4.7115720914016075
94,full-dataset-ind,136,genomic,b1988|b4252,1.8108750482470626e-05,0.001092561279109061,-10.505097467530575
95,full-dataset-ind,136,genomic,b1987|b4252,1.2252372224685892e-05,0.0011088396863340733,-11.361453133911404
96,full-dataset-ind,136,genomic,b3963|b4252,1.156495476695163e-05,0.0005233142032045612,-11.492324556622197
97,full-dataset-ind,136,genomic,b1187|b4252,1.5953689410763694e-05,0.0009625392611160762,-10.777339972701643
98,full-dataset-ind,136,genomic,b4252,1.2842877730068203e-05,0.0023245608691423447,-11.255597978095818
99,full-dataset-ind,136,genomic,b3405|b4252,2.145342825610186e-05,0.0010709842917693835,-10.148996399677568
100,full-dataset-ind,136,genomic,b0080|b4252,2.33602396413346e-05,0.004228203375081563,-9.973525715909831
101,full-dataset-ind,136,genomic,b0817|b4252,1.8540372014319573e-05,0.0011186024448639476,-10.45505781349852
102,full-dataset-ind,136,genomic,b1658|b4252,1.9843485776438463e-05,0.0011972236418451208,-10.311757344412456
103,full-dataset-ind,136,genomic,b0002|b4252,9.272119330883122e-06,0.0008391267994449225,-12.003667785144941
104,full-dataset-ind,136,genomic,b4388|b4252,1.3565563862116825e-05,0.0014779272703800972,-11.133415359974641
105,full-dataset-ind,136,genomic,b2416|b4252,1.0971086453870349e-05,0.0009928833240752666,-11.61279566528924
106,full-dataset-ind,138,genomic,b3515,8.521208272127545e-05,0.007711693486275428,6.7037894488658045
107,full-dataset-ind,138,genomic,b1530|b3480|b3481|b3482|b3483|b3485|b3486|b3487|b3488|b3491|b3492|b3493|b3494|b3495|b3496|b3497|b3498|b3499|b3500|b3501|b3502|b3506|b3507|b3508|b3509|b3510|b3511|b3512|b3513|b3514|b3515|b3516|b3517|b3518|b3519|b3520|b3521|b3522|b3523|b3524|b3525|b3526|b3527|b3528|b3529|b3530|b3531|b3532|b3533|b3535|b3536|b3537|b3538|b3539|b3540|b3541|b3542|b3543|b3544|b3546|b3547|b3548|b3549|b3550|b3551|b3552|b3553|b3554|b3555|b3556|b3557|b3558|b3559|b3560|b3561|b3563|b3564|b3565|b3566|b3567|b3568|b3569|b3570|b3571|b3572|b3573|b3574|b3575|b3576|b3577|b3578|b3579|b3580|b3581|b3582|b3583|b3584|b3585|b3586|b3587|b3588|b3589|b3590|b3591|b4660_1,0.033496465707091194,0.06942891974474202,1.252562003656045
108,full-dataset-ind,154,genomic,b0758|b0759|b3548|b3549|b3550|b3551|b3552|b3553|b3554|b3555|b3556|b4647|b4455|b3557|b3558|b3559|b3560|b4553|b3561|b3562|b3563|b3564|b3565|b3566|b3567|b3568|b3569|b3570|b3571|b3572|b3573|b3574|b3575|b3576|b3577|b3578|b3579|b3580|b3581|b3582|b3583|b4648|b4649|b3584|b3585|b3586|b3587|b3588|b3589|b3590|b3591|b3592|b3593|b3594|b3595|b3596|b4650|b4651|b4615|b4652|b3597|b3598|b3599|b3600|b3601|b4554|b3602|b3603|b3604|b3605|b3606|b3607|b3608|b3609|b3610|b3611|b3612|b3613|b3614|b3615|b3616|b3617|b3618|b3619|b3620|b3621|b3625|b3627|b3628|b3630|b3631|b3632|b3633|b3634|b3635|b3636|b3637|b3638|b3639|b3640|b3641|b3642|b3643|b3644|b3645|b3646|b3647|b3648|b3649|b3650|b3651|b3652|b3653|b3654|b3655|b3656|b3657|b4653|b3659|b3660|b3661|b4555|b3662|b3663|b3664,0.005292074668184044,0.03193272034845072,-6.509953384482506
109,full-dataset-ind,156,genomic,b4025,0.00645621702616761,0.05406281175575524,5.877340012536379
110,full-dataset-ind,156,genomic,b4025|b0360|b0361,0.006344127630203089,0.03735799261972793,5.913738444588461
111,full-dataset-ind,161,genomic,b1530|b3480|b3481|b3482|b3483|b3485|b3486|b3487|b3488|b3491|b3492|b3493|b3494|b3495|b3496|b3497|b3498|b3499|b3500|b3501|b3502|b3506|b3507|b3508|b3509|b3510|b3511|b3512|b3513|b3514|b3515|b3516|b3517|b3518|b3519|b3520|b3521|b3522|b3523|b3524|b3525|b3526|b3527|b3528|b3529|b3530|b3531|b3532|b3533|b3535|b3536|b3537|b3538|b3539|b3540|b3541|b3542|b3543|b3544|b3546|b3547|b3548|b3549|b3550|b3551|b3552|b3553|b3554|b3555|b3556|b3557|b3558|b3559|b3560|b3561|b3563|b3564|b3565|b3566|b3567|b3568|b3569|b3570|b3571|b3572|b3573|b3574|b3575|b3576|b3577|b3578|b3579|b3580|b3581|b3582|b3583|b3584|b3585|b3586|b3587|b3588|b3589|b3590|b3591|b4660_1,0.00014445903925841552,0.005636941145193819,-10.126699755242788
112,full-dataset-ind,171,genomic,b3751|b1337|b1338|b1339|b1340|b1341|b1342|b1343|b1344|b1345|b1346|b1347|b1348|b1349|b1350|b1351|b1352|b1355|b1356|b1357|b1358|b1359|b1360|b1361|b1362|b1363|b1365|b1366|b1368|b1370|b1372|b1374|b1375|b1377|b1378|b1379|b1380|b1381|b1382|b1383|b1384|b1385|b1386|b1387|b1388|b1389|b1390|b1391|b1392|b1393|b1394|b1395|b1396|b1397|b1398|b1399|b1400|b1406|b1407|b1408|b1409|b1410|b1411|b1412|b1413|b1414|b1415|b1418|b1419|b1420|b1424|b1426|b1427|b1428|b1429|b1430|b1431|b1432|b1434|b1435|b1436|b1438|b1439|b1440|b1441|b1442|b1444|b1445|b1446|b1447|b1448|b1449|b1451|b1452|b1454|b1455|b1456|b1459_1|b1461|b1463|b1464|b1465|b1466|b1467|b1468|b1469|b1471_1|b1472|b1473|b1475|b1476|b1477|b1479|b1480|b1482|b1483|b1484|b1485|b1487|b1488|b1490|b1491|b1492|b1493|b1494|b1495|b1496|b1497|b1498|b1499|b1500|b1501|b4493_1,0.00942785013107772,0.02844068122875112,-3.8721263358337628
113,full-dataset-ind,175,genomic,b1658,4.104881890842904e-06,0.0007429836222425656,13.325573290799946
114,full-dataset-ind,175,genomic,b1658|b4252,0.00013697555078762136,0.004958514938511893,6.612126758621031
