,TF,gene_id,effect,ev_level
965,crp,b4172,-,strong
966,crp,b4173,-,strong
967,crp,b4174,-,strong
968,crp,b4175,-,strong
969,crp,b4194,+,strong
970,crp,b4195,+,strong
971,crp,b4196,+,strong
972,crp,b4197,+,strong
973,crp,b4198,+,strong
974,crp,b4200,+,strong
975,crp,b4201,+,strong
976,crp,b4202,+,strong
977,crp,b4203,+,strong
978,crp,b4213,+,strong
979,crp,b4233,+,weak
980,crp,b4239,-,weak
981,crp,b4240,-,weak
982,crp,b4264,+,weak
983,crp,b4265,+,weak
984,crp,b4266,+,weak
985,crp,b4267,+,weak
986,crp,b4268,+,weak
987,crp,b4287,+,weak
988,crp,b4288,+,weak
989,crp,b4289,+,weak
990,crp,b4290,+,weak
991,crp,b4291,+,weak
992,crp,b4309,+,strong
993,crp,b4310,+,strong
994,crp,b4311,+,strong
995,crp,b4321,+,strong
996,crp,b4322,+,strong
997,crp,b4323,+,strong
998,crp,b4324,+,weak
999,crp,b4354,+,strong
1000,crp,b4357,+,weak
1001,crp,b4376,-,weak
1002,crp,b4381,+-,strong
1003,crp,b4382,+-,strong
1004,crp,b4383,+-,strong
1005,crp,b4384,+-,strong
1006,crp,b4460,+,strong
1007,crp,b4471,+,strong
1008,crp,b4476,+,weak
1009,csgD,b0237,-,weak
1010,csgD,b0382,+,weak
1011,csgD,b0385,+,strong
1012,csgD,b0964,+,strong
1013,csgD,b1003,+,strong
1014,csgD,b1004,+,strong
1015,csgD,b1037,+,strong
1016,csgD,b1038,+,strong
1017,csgD,b1039,+,strong
1018,csgD,b1040,+,strong
1019,csgD,b1041,+,strong
1020,csgD,b1042,+,strong
1021,csgD,b1043,+,strong
1022,csgD,b1070,-,strong
1023,csgD,b1071,-,strong
1024,csgD,b1920,-,strong
1025,csgD,b1921,-,strong
1026,csgD,b1922,-,strong
1027,csgD,b1937,-,strong
1028,csgD,b1938,-,strong
1029,csgD,b1939,-,strong
1030,csgD,b1941,-,strong
1031,csgD,b1942,-,strong
1032,csgD,b1943,-,strong
1033,csgD,b3156,-,strong
1034,csgD,b3157,-,strong
1035,csgD,b3661,+,strong
1036,csiR,b2659,-,weak
1037,csiR,b2660,-,weak
1038,csiR,b2661,-,weak
1039,csiR,b2662,-,weak
1040,csiR,b2663,-,weak
1041,cspA,b1237,+,strong
1042,cspA,b2231,+,weak
1043,csqR,b3875,?,weak
1044,csqR,b3876,?,weak
1045,csqR,b3877,?,weak
1046,csqR,b3878,?,weak
1047,csqR,b3879,?,weak
1048,csqR,b3880,?,weak
1049,csqR,b3881,?,weak
1050,csqR,b3882,?,weak
1051,csqR,b3883,?,weak
1052,csqR,b3884,?,weak
1053,csrC,b2696,-,weak
1054,cueR,b0123,+,strong
1055,cueR,b0484,+,strong
1056,cueR,b0781,-,weak
1057,cueR,b0782,-,weak
1058,cueR,b0783,-,weak
1059,cueR,b0784,-,weak
1060,cueR,b0785,-,weak
1061,cusR,b0428,+,weak
1062,cusR,b0429,+,weak
1063,cusR,b0430,+,weak
1064,cusR,b0431,+,weak
1065,cusR,b0432,+,weak
1066,cusR,b0570,+,strong
1067,cusR,b0571,+,strong
1068,cusR,b0572,+,strong
1069,cusR,b0573,+,strong
1070,cusR,b0574,+,strong
1071,cusR,b0575,+,strong
1072,cusR,b1970,+,strong
1073,cyaR,b0814,-,weak
1074,cyaR,b1740,-,weak
1075,cyaR,b2666,-,weak
1076,cyaR,b2687,-,weak
1077,cynR,b0338,-,strong
1078,cynR,b0339,+,strong
1079,cynR,b0340,+,strong
1080,cynR,b0341,+,strong
1081,cysB,b0365,+,strong
1082,cysB,b0366,+,strong
1083,cysB,b0367,+,strong
1084,cysB,b0602,+,weak
1085,cysB,b0933,-,strong
1086,cysB,b0934,-,strong
1087,cysB,b0936,-,strong
1088,cysB,b0937,-,strong
1089,cysB,b1275,-,weak
1090,cysB,b1287,+,weak
1091,cysB,b1379,-,strong
1092,cysB,b1535,+,weak
1093,cysB,b1729,+,weak
1094,cysB,b1810,+,weak
1095,cysB,b1920,+,weak
1096,cysB,b1987,+,strong
1097,cysB,b2414,+,strong
1098,cysB,b2421,+,strong
1099,cysB,b2422,+,strong
1100,cysB,b2423,+,strong
1101,cysB,b2424,+,strong
1102,cysB,b2425,+,strong
1103,cysB,b2750,+,weak
1104,cysB,b2751,+,weak
1105,cysB,b2752,+,weak
1106,cysB,b2762,+,weak
1107,cysB,b2763,+,weak
1108,cysB,b2764,+,weak
1109,cysB,b2852,+,weak
1110,cytR,b0411,-,strong
1111,cytR,b1036,-,weak
1112,cytR,b2143,-,strong
1113,cytR,b2393,-,weak
1114,cytR,b2964,-,strong
1115,cytR,b3363,-,strong
1116,cytR,b3461,-,strong
1117,cytR,b3831,-,strong
1118,cytR,b3934,-,strong
1119,cytR,b4381,-,strong
1120,cytR,b4382,-,strong
1121,cytR,b4383,-,strong
1122,cytR,b4384,-,strong
1123,dcuR,b0619,+,strong
1124,dcuR,b0620,+,strong
1125,dcuR,b3528,+,strong
1126,dcuR,b4123,+,strong
1127,dcuR,b4151,+,strong
1128,dcuR,b4152,+,strong
1129,dcuR,b4153,+,strong
1130,dcuR,b4154,+,strong
1131,deoR,b0411,-,weak
1132,deoR,b2964,-,weak
1133,deoR,b4381,-,strong
1134,deoR,b4382,-,strong
1135,deoR,b4383,-,strong
1136,deoR,b4384,-,strong
1137,dhaR,b1198,+,weak
1138,dhaR,b1199,+,weak
1139,dhaR,b1200,+,weak
1140,dhaR,b1201,-,weak
1141,dicA,b1567,-,strong
1142,dicA,b1568,-,strong
1143,dicA,b1569,-,strong
1144,dicA,b1575,-,weak
1145,dicA,b1576,-,weak
1146,dicF,b0095,-,weak
1147,dinJ;yafQ,b0225,-,strong
1148,dinJ;yafQ,b0226,-,strong
1149,dinJ;yafQ,b0623,-,strong
1150,dksA,b0001,?,weak
1151,dksA,b0002,?,weak
1152,dksA,b0003,?,weak
1153,dksA,b0004,?,weak
1154,dksA,b0023,?,weak
1155,dksA,b0066,?,weak
1156,dksA,b0067,?,weak
1157,dksA,b0068,?,weak
1158,dksA,b0069,?,weak
1159,dksA,b0070,?,weak
1160,dksA,b0142,?,weak
1161,dksA,b0143,?,weak
1162,dksA,b0144,?,weak
1163,dksA,b0145,?,weak
1169,dksA,b0382,?,weak
1170,dksA,b0911,?,weak
1171,dksA,b0912,?,weak
1172,dksA,b1091,?,weak
1173,dksA,b1092,?,weak
1174,dksA,b1093,?,weak
1175,dksA,b1187,?,weak
1176,dksA,b1712,?,weak
1177,dksA,b1713,?,weak
1178,dksA,b1714,?,weak
1179,dksA,b1715,?,weak
1180,dksA,b1716,?,weak
1181,dksA,b1717,?,weak
1183,dksA,b1719,?,weak
1185,dksA,b2018,?,weak
1186,dksA,b2019,?,weak
1187,dksA,b2020,?,weak
1188,dksA,b2021,?,weak
1189,dksA,b2022,?,weak
1190,dksA,b2023,?,weak
1191,dksA,b2024,?,weak
1192,dksA,b2025,?,weak
1193,dksA,b2026,?,weak
1194,dksA,b2185,?,weak
1195,dksA,b2464,?,weak
1196,dksA,b2465,?,weak
1197,dksA,b2552,?,weak
1198,dksA,b2570,?,weak
1200,dksA,b2572,?,weak
1201,dksA,b2573,?,weak
1206,dksA,b2606,?,weak
1207,dksA,b2607,?,weak
1208,dksA,b2608,?,weak
1209,dksA,b2609,?,weak
1210,dksA,b2696,?,weak
1211,dksA,b2741,?,weak
1212,dksA,b3065,?,weak
1213,dksA,b3066,?,weak
1214,dksA,b3067,?,weak
1215,dksA,b3183,?,weak
1216,dksA,b3184,?,weak
1217,dksA,b3185,?,weak
1218,dksA,b3186,?,weak
1219,dksA,b3230,?,weak
1220,dksA,b3231,?,weak
1221,dksA,b3260,?,weak
1222,dksA,b3261,?,weak
1230,dksA,b3294,?,weak
1231,dksA,b3295,?,weak
1232,dksA,b3296,?,weak
1233,dksA,b3297,?,weak
1234,dksA,b3298,?,weak
1235,dksA,b3299,?,weak
1236,dksA,b3300,?,weak
1237,dksA,b3301,?,weak
1238,dksA,b3302,?,weak
1239,dksA,b3303,?,weak
1240,dksA,b3304,?,weak
1241,dksA,b3305,?,weak
1242,dksA,b3306,?,weak
1243,dksA,b3307,?,weak
1244,dksA,b3308,?,weak
1245,dksA,b3309,?,weak
1246,dksA,b3310,?,weak
1247,dksA,b3311,?,weak
1248,dksA,b3312,?,weak
1249,dksA,b3313,?,weak
1250,dksA,b3314,?,weak
1251,dksA,b3315,?,weak
1252,dksA,b3316,?,weak
1253,dksA,b3317,?,weak
1254,dksA,b3318,?,weak
1255,dksA,b3319,?,weak
1256,dksA,b3320,?,weak
1257,dksA,b3321,?,weak
1258,dksA,b3339,?,weak
1259,dksA,b3340,?,weak
1260,dksA,b3341,?,weak
1261,dksA,b3342,?,weak
1263,dksA,b3635,?,weak
1264,dksA,b3636,?,weak
1265,dksA,b3637,?,weak
1266,dksA,b3649,?,weak
1267,dksA,b3650,?,weak
1269,dksA,b3652,?,weak
1287,dksA,b3983,?,weak
1288,dksA,b3984,?,weak
1289,dksA,b3985,?,weak
1290,dksA,b3986,?,weak
1291,dksA,b3987,?,weak
1292,dksA,b3988,?,weak
1297,dksA,b4254,?,weak
1298,dksA,b4312,?,weak
1299,dksA,b4326,?,weak
1309,dnaA,b1415,-,strong
1310,dnaA,b2234,+-,strong
1311,dnaA,b2235,+-,strong
1312,dnaA,b2236,+-,strong
1313,dnaA,b2508,-,strong
1314,dnaA,b3461,-,weak
1315,dnaA,b3700,+-,strong
1316,dnaA,b3701,+-,strong
1317,dnaA,b3702,+-,strong
1318,dnaA,b3863,+,strong
1319,dpiA,b0564,-,weak
1320,dpiA,b0613,+,strong
1321,dpiA,b0614,+,strong
1322,dpiA,b0615,+,strong
1323,dpiA,b0616,+,strong
1324,dpiA,b0617,+,strong
1325,dpiA,b0619,+,strong
1326,dpiA,b0620,+,strong
1327,dpiA,b3093,+,strong
1328,dpiA,b3236,+,strong
1329,dsdC,b2364,-,weak
1330,dsdC,b2366,+,weak
1331,dsrA,b0077,-,weak
1332,dsrA,b1237,-,weak
1333,dsrA,b2741,+,weak
1334,dsrA,b3237,-,weak
1335,dsrA,b3748,+,weak
1336,envR,b0463,-,strong
1337,envY,b0929,+,weak
1338,envY,b2215,+,weak
1339,evgA,b1499,+,strong
1340,evgA,b1500,+,strong
1341,evgA,b1501,+,strong
1342,evgA,b2085,+,strong
1343,evgA,b2367,+,strong
1344,evgA,b2368,+,strong
1345,evgA,b2369,+,strong
1346,evgA,b2370,+,strong
1347,evgA,b2371,+,strong
1348,evgA,b2372,+,strong
1349,evgA,b2373,+,strong
1350,evgA,b2374,+,strong
1351,evgA,b2375,+,strong
1352,evgA,b2470,+,weak
1353,evgA,b3512,+,strong
1354,evgA,b3513,+,strong
1355,evgA,b3514,+,strong
1356,exuR,b1521,-,weak
1357,exuR,b3092,-,weak
1358,exuR,b3093,-,weak
1359,exuR,b3094,-,strong
1360,exuR,b4322,-,weak
1361,exuR,b4323,-,weak
1362,exuR,b4324,-,weak
1363,exuR,b4357,-,strong
1364,fabR,b0954,-,strong
1365,fabR,b2323,-,strong
1366,fadR,b0185,+,strong
1367,fadR,b0221,-,strong
1368,fadR,b0443,-,weak
1369,fadR,b0954,+,weak
1370,fadR,b1091,+,strong
1371,fadR,b1092,+,strong
1372,fadR,b1093,+,strong
1373,fadR,b1187,+,weak
1374,fadR,b1288,+,strong
1375,fadR,b1805,-,strong
1376,fadR,b2316,+,strong
1377,fadR,b2323,+,strong
1378,fadR,b2341,-,strong
1379,fadR,b2342,-,strong
1380,fadR,b2344,-,strong
1381,fadR,b3081,-,strong
1382,fadR,b3255,+,strong
1383,fadR,b3256,+,strong
1384,fadR,b3495,-,strong
1385,fadR,b3845,-,weak
1386,fadR,b3846,-,weak
1387,fadR,b4018,+,strong
1388,feaR,b1385,+,strong
1389,feaR,b1386,+,strong
1390,fecI,b4287,+,
1391,fecI,b4288,+,
1392,fecI,b4289,+,
1393,fecI,b4290,+,
1394,fecI,b4291,+,
1395,ffs,b2610,+,weak
1396,fhlA,b2481,+,weak
1397,fhlA,b2482,+,weak
1398,fhlA,b2483,+,weak
1399,fhlA,b2484,+,weak
1400,fhlA,b2485,+,weak
1401,fhlA,b2486,+,weak
1402,fhlA,b2487,+,weak
1403,fhlA,b2488,+,weak
1404,fhlA,b2489,+,weak
1405,fhlA,b2490,+,weak
1406,fhlA,b2491,+,weak
1407,fhlA,b2492,+,weak
1408,fhlA,b2712,+,strong
1409,fhlA,b2713,+,strong
1410,fhlA,b2718,+,strong
1411,fhlA,b2719,+,strong
1412,fhlA,b2720,+,strong
1413,fhlA,b2721,+,strong
1414,fhlA,b2722,+,strong
1415,fhlA,b2723,+,strong
1416,fhlA,b2724,+,strong
1417,fhlA,b2725,+,strong
1418,fhlA,b2726,+,strong
1419,fhlA,b2727,+,strong
1420,fhlA,b2728,+,strong
1421,fhlA,b2729,+,strong
1422,fhlA,b2730,+,strong
1423,fhlA,b2731,+,strong
1424,fhlA,b4079,+,strong
1425,fis,b0032,+,weak
1426,fis,b0033,+,weak
1427,fis,b0049,+,weak
1428,fis,b0050,+,weak
1429,fis,b0051,+,weak
1430,fis,b0052,+,weak
1431,fis,b0116,+,strong
1432,fis,b0118,-,weak
1433,fis,b0405,+,strong
1434,fis,b0428,+,weak
1435,fis,b0429,+,weak
1436,fis,b0430,+,weak
1437,fis,b0431,+,weak
1438,fis,b0432,+,weak
1439,fis,b0440,-,strong
1440,fis,b0809,-,weak
1441,fis,b0812,-,strong
1442,fis,b0895,-,weak
1443,fis,b0896,-,weak
1444,fis,b0945,-,weak
1445,fis,b0972,-,weak
1446,fis,b0973,-,weak
1447,fis,b0974,-,weak
1448,fis,b0975,-,weak
1449,fis,b0976,-,weak
1450,fis,b0977,-,weak
1451,fis,b0999,-,strong
1452,fis,b1000,-,strong
1453,fis,b1101,+-,strong
1454,fis,b1109,+-,strong
1455,fis,b1182,-,weak
1456,fis,b1223,-,weak
1457,fis,b1224,-,weak
1458,fis,b1225,-,weak
1459,fis,b1226,-,weak
1460,fis,b1227,-,weak
1461,fis,b1229,+,strong
1462,fis,b1237,+,strong
1463,fis,b1241,+,strong
1464,fis,b1274,+-,strong
1465,fis,b1335,-,strong
1466,fis,b1480,+,weak
1467,fis,b1492,-,weak
1468,fis,b1493,-,weak
1469,fis,b1530,+,strong
1470,fis,b1531,+,strong
1471,fis,b1532,+,strong
1472,fis,b1552,-,weak
1473,fis,b1566,+,weak
1474,fis,b1732,-,weak
1475,fis,b1739,-,strong
1476,fis,b1796,-,strong
1477,fis,b1797,-,strong
1478,fis,b2148,-,weak
1479,fis,b2149,-,weak
1480,fis,b2231,-,strong
1481,fis,b2234,+,strong
1482,fis,b2235,+,strong
1483,fis,b2236,+,strong
1484,fis,b2239,+,weak
1485,fis,b2240,+,weak
1486,fis,b2242,+,weak
1487,fis,b2243,+,weak
1488,fis,b2276,+,strong
1489,fis,b2277,+,strong
1490,fis,b2278,+,strong
1491,fis,b2279,+,strong
1492,fis,b2280,+,strong
1493,fis,b2281,+,strong
1494,fis,b2282,+,strong
1495,fis,b2283,+,strong
1496,fis,b2284,+,strong
1497,fis,b2285,+,strong
1498,fis,b2286,+,strong
1499,fis,b2287,+,strong
1500,fis,b2288,+,strong
1501,fis,b2400,-,strong
1502,fis,b2508,-,strong
1503,fis,b2579,+,weak
1504,fis,b2781,+,strong
1505,fis,b2782,+,strong
1506,fis,b2783,+,strong
1507,fis,b2912,+-,strong
1508,fis,b2957,-,weak
1509,fis,b2980,-,weak
1510,fis,b3164,+,weak
1511,fis,b3165,+,weak
1512,fis,b3166,+,weak
1513,fis,b3167,+,weak
1514,fis,b3168,+,weak
1515,fis,b3169,+,weak
1516,fis,b3170,+,weak
1517,fis,b3222,-,weak
1518,fis,b3223,-,weak
1519,fis,b3224,-,weak
1520,fis,b3225,-,weak
1521,fis,b3230,-,weak
1522,fis,b3231,-,weak
1523,fis,b3260,-,strong
1524,fis,b3261,-,strong
1525,fis,b3357,-,strong
1526,fis,b3366,-,strong
1527,fis,b3367,-,strong
1528,fis,b3368,-,strong
1529,fis,b3516,-,weak
1530,fis,b3517,-,weak
1531,fis,b3556,+,strong
1532,fis,b3566,-,weak
1533,fis,b3567,-,weak
1534,fis,b3568,-,weak
1535,fis,b3569,-,weak
1536,fis,b3588,-,strong
1537,fis,b3600,-,weak
1538,fis,b3601,-,weak
1539,fis,b3699,-,strong
1540,fis,b3721,-,strong
1541,fis,b3722,-,strong
1542,fis,b3723,-,strong
1543,fis,b3845,+,weak
1544,fis,b3846,+,weak
1545,fis,b3868,+,strong
1546,fis,b3869,+,strong
1547,fis,b3965,+,weak
1548,fis,b4000,+,strong
1549,fis,b4032,+,weak
1550,fis,b4033,+,weak
1551,fis,b4034,+,weak
1552,fis,b4067,-,strong
1553,fis,b4068,-,strong
1554,fis,b4069,-,strong
1555,fis,b4070,-,strong
1556,fis,b4071,-,strong
1557,fis,b4072,-,strong
1558,fis,b4073,-,strong
1559,fis,b4074,-,strong
1560,fis,b4075,-,strong
1561,fis,b4076,-,strong
1562,fis,b4111,+,strong
1563,fis,b4219,-,weak
1564,fis,b4376,-,weak
1565,fis,b4381,+,weak
1566,fis,b4382,+,weak
1567,fis,b4383,+,weak
1568,fis,b4384,+,weak
1569,flhD;flhC,b0652,+,strong
1570,flhD;flhC,b0653,+,strong
1571,flhD;flhC,b0654,+,strong
1572,flhD;flhC,b0655,+,strong
1573,flhD;flhC,b1070,+,weak
1574,flhD;flhC,b1071,+,weak
1575,flhD;flhC,b1072,+,weak
1576,flhD;flhC,b1073,+,strong
1577,flhD;flhC,b1074,+,strong
1578,flhD;flhC,b1075,+,strong
1579,flhD;flhC,b1076,+,strong
1580,flhD;flhC,b1077,+,strong
1581,flhD;flhC,b1078,+,strong
1582,flhD;flhC,b1079,+,strong
1583,flhD;flhC,b1080,+,strong
1584,flhD;flhC,b1081,+,strong
1585,flhD;flhC,b1082,+,strong
1586,flhD;flhC,b1083,+,strong
1587,flhD;flhC,b1194,+,weak
1588,flhD;flhC,b1878,+,strong
1589,flhD;flhC,b1879,+,strong
1590,flhD;flhC,b1880,+,strong
1591,flhD;flhC,b1904,+,strong
1592,flhD;flhC,b1920,+,strong
1593,flhD;flhC,b1921,+,strong
1594,flhD;flhC,b1922,+,strong
1595,flhD;flhC,b1924,+,strong
1596,flhD;flhC,b1925,+,strong
1597,flhD;flhC,b1926,+,strong
1598,flhD;flhC,b1937,+,strong
1599,flhD;flhC,b1938,+,strong
1600,flhD;flhC,b1939,+,strong
1601,flhD;flhC,b1941,+,strong
1602,flhD;flhC,b1942,+,strong
1603,flhD;flhC,b1943,+,strong
1604,flhD;flhC,b1944,+,strong
1605,flhD;flhC,b1945,+,strong
1606,flhD;flhC,b1946,+,strong
1607,flhD;flhC,b1947,+,strong
1608,flhD;flhC,b1948,+,strong
1609,flhD;flhC,b1949,+,strong
1610,flhD;flhC,b1950,+,strong
1611,flhD;flhC,b2148,-,weak
1612,flhD;flhC,b2149,-,weak
1613,flhD;flhC,b2150,-,weak
1614,flhD;flhC,b2194,+,weak
1615,flhD;flhC,b2195,+,weak
1616,flhD;flhC,b2196,+,weak
1617,flhD;flhC,b2197,+,weak
1618,flhD;flhC,b2198,+,weak
1619,flhD;flhC,b2199,+,weak
1620,flhD;flhC,b2200,+,weak
1621,flhD;flhC,b2201,+,weak
1622,flhD;flhC,b2202,+,weak
1623,flhD;flhC,b2203,+,weak
1624,flhD;flhC,b2204,+,weak
1625,flhD;flhC,b2205,+,weak
1626,flhD;flhC,b2206,+,weak
1627,flhD;flhC,b2207,+,weak
1628,flhD;flhC,b2208,+,weak
1629,flhD;flhC,b2242,+,weak
1630,flhD;flhC,b2243,+,weak
1631,flhD;flhC,b2712,+,weak
1632,flhD;flhC,b2713,+,weak
1633,flhD;flhC,b2737,+,weak
1634,flhD;flhC,b2822,+,weak
1635,flhD;flhC,b2823,+,weak
1636,flhD;flhC,b2824,+,weak
1637,flhD;flhC,b2826,+,weak
1638,flhD;flhC,b3236,-,weak
1639,flhD;flhC,b3525,+,weak
1640,flhD;flhC,b4070,+,weak
1641,flhD;flhC,b4071,+,weak
1642,flhD;flhC,b4072,+,weak
1643,flhD;flhC,b4073,+,weak
1644,flhD;flhC,b4074,+,weak
1645,flhD;flhC,b4075,+,weak
1646,flhD;flhC,b4076,+,weak
1647,fliA,b0154,+,
1648,fliA,b0245,+,
1649,fliA,b0246,+,
1650,fliA,b0247,+,
1651,fliA,b0248,+,
1652,fliA,b0249,+,
1653,fliA,b0250,+,
1654,fliA,b0765,+,
1655,fliA,b1070,+,
1656,fliA,b1071,+,
1657,fliA,b1082,+,
1658,fliA,b1083,+,
1659,fliA,b1194,+,
1660,fliA,b1207,+,
1661,fliA,b1208,+,
1662,fliA,b1209,+,
1663,fliA,b1243,+,
1664,fliA,b1244,+,
1665,fliA,b1245,+,
1666,fliA,b1246,+,
1667,fliA,b1247,+,
1668,fliA,b1566,+,
1669,fliA,b1760,+,
1670,fliA,b1881,+,
1671,fliA,b1882,+,
1672,fliA,b1883,+,
1673,fliA,b1884,+,
1674,fliA,b1885,+,
1675,fliA,b1886,+,
1676,fliA,b1887,+,
1677,fliA,b1888,+,
1678,fliA,b1889,+,
1679,fliA,b1890,+,
1680,fliA,b1915,+,
1681,fliA,b1920,+,
1682,fliA,b1921,+,
1683,fliA,b1922,+,
1684,fliA,b1923,+,
1685,fliA,b1924,+,
1686,fliA,b1925,+,
1687,fliA,b1926,+,
1688,fliA,b1937,+,
1689,fliA,b1938,+,
1690,fliA,b1939,+,
1691,fliA,b1941,+,
1692,fliA,b1942,+,
1693,fliA,b1943,+,
1694,fliA,b1944,+,
1695,fliA,b1945,+,
1696,fliA,b1946,+,
1697,fliA,b1947,+,
1698,fliA,b1948,+,
1699,fliA,b1949,+,
1700,fliA,b1950,+,
1701,fliA,b2737,+,
1702,fliA,b2822,+,
1703,fliA,b2823,+,
1704,fliA,b2824,+,
1705,fliA,b2826,+,
1706,fliA,b3072,+,
1707,fliA,b3525,+,
1708,fliA,b4083,+,
1709,fliA,b4109,+,
1710,fliA,b4110,+,
1711,fliA,b4355,+,
1712,fliZ,b1037,-,strong
1713,fliZ,b1038,-,strong
1714,fliZ,b1039,-,strong
1715,fliZ,b1040,-,strong
1716,fliZ,b1041,-,weak
1717,fliZ,b1042,-,weak
1718,fliZ,b1043,-,weak
1719,fliZ,b1285,-,strong
1720,fliZ,b1492,-,strong
1721,fliZ,b1493,-,strong
1722,fliZ,b1891,-,strong
1723,fliZ,b1892,-,strong
1724,fliZ,b3508,-,strong
1725,fliZ,b3509,-,strong
1726,fliZ,b3510,-,strong
1727,fliZ,b3512,-,strong
1728,fliZ,b3513,-,strong
1729,fliZ,b3514,-,strong
1730,fliZ,b4376,-,strong
1731,fnr,b0034,+,weak
1732,fnr,b0035,+,weak
1733,fnr,b0036,+,weak
1734,fnr,b0037,+,weak
1735,fnr,b0038,+,weak
1736,fnr,b0039,+,weak
1737,fnr,b0040,+,weak
1738,fnr,b0041,+,weak
1739,fnr,b0042,+,weak
1740,fnr,b0043,+,weak
1741,fnr,b0044,+,weak
1742,fnr,b0113,+-,weak
1743,fnr,b0114,+-,weak
1744,fnr,b0116,+-,weak
1745,fnr,b0167,+-,weak
1746,fnr,b0428,-,weak
1747,fnr,b0429,-,weak
1748,fnr,b0430,-,weak
1749,fnr,b0431,-,weak
1750,fnr,b0432,-,weak
1751,fnr,b0450,+-,weak
1752,fnr,b0451,+-,weak
1753,fnr,b0585,+,weak
1754,fnr,b0586,+,weak
1755,fnr,b0587,+,weak
1756,fnr,b0602,+,weak
1757,fnr,b0613,-,weak
1758,fnr,b0614,-,weak
1759,fnr,b0615,-,weak
1760,fnr,b0616,-,weak
1761,fnr,b0617,-,weak
1762,fnr,b0619,-,weak
1763,fnr,b0620,-,weak
1764,fnr,b0621,+,weak
1765,fnr,b0721,-,weak
1766,fnr,b0722,-,weak
1767,fnr,b0723,-,weak
1768,fnr,b0724,-,weak
1769,fnr,b0726,-,weak
1770,fnr,b0727,-,weak
1771,fnr,b0728,-,weak
1772,fnr,b0729,-,weak
1773,fnr,b0733,+-,strong
1774,fnr,b0734,+-,strong
1775,fnr,b0781,+,weak
1776,fnr,b0782,+,weak
1777,fnr,b0783,+,weak
1778,fnr,b0784,+,weak
1779,fnr,b0785,+,weak
1780,fnr,b0814,-,weak
1781,fnr,b0826,-,strong
1782,fnr,b0827,-,strong
1783,fnr,b0871,+,strong
1784,fnr,b0872,+,strong
1785,fnr,b0873,+,strong
1786,fnr,b0886,+,weak
1787,fnr,b0887,+,weak
1788,fnr,b0895,+,strong
1789,fnr,b0896,+,strong
1790,fnr,b0904,+,strong
1791,fnr,b0928,+-,weak
1792,fnr,b0933,+,weak
1793,fnr,b0934,+,weak
1794,fnr,b0936,+,weak
1795,fnr,b0937,+,weak
1796,fnr,b1109,-,strong
1797,fnr,b1127,+,weak
1798,fnr,b1160,+,weak
1799,fnr,b1182,+,strong
1800,fnr,b1210,-,strong
1801,fnr,b1211,-,strong
1802,fnr,b1212,-,strong
1803,fnr,b1220,-,weak
1804,fnr,b1221,-,strong
1805,fnr,b1222,-,strong
1806,fnr,b1223,+,strong
1807,fnr,b1224,+,strong
1808,fnr,b1225,+,strong
1809,fnr,b1226,+,strong
1810,fnr,b1227,+,strong
1811,fnr,b1241,+,weak
1812,fnr,b1256,+-,strong
1813,fnr,b1276,-,weak
1814,fnr,b1296,-,weak
1815,fnr,b1324,-,weak
1816,fnr,b1334,-,strong
1817,fnr,b1415,-,weak
1818,fnr,b1475,+-,strong
1819,fnr,b1476,+-,strong
1820,fnr,b1537,+,weak
1821,fnr,b1587,+,strong
1822,fnr,b1588,+,strong
1823,fnr,b1589,+,strong
1824,fnr,b1590,+,strong
1825,fnr,b1591,+,strong
1826,fnr,b1611,-,weak
1827,fnr,b1612,-,weak
1828,fnr,b1669,+,strong
1829,fnr,b1670,+,strong
1830,fnr,b1671,+,strong
1831,fnr,b1672,+,strong
1832,fnr,b1673,+,strong
1833,fnr,b1674,+,strong
1834,fnr,b1715,-,weak
1835,fnr,b1716,-,weak
1836,fnr,b1761,+,weak
1837,fnr,b1852,-,weak
1838,fnr,b1881,+,weak
1839,fnr,b1882,+,weak
1840,fnr,b1883,+,weak
1841,fnr,b1884,+,weak
1842,fnr,b1885,+,weak
1843,fnr,b1886,+,weak
1844,fnr,b1904,+,weak
1845,fnr,b1988,-,weak
1846,fnr,b2029,-,weak
1847,fnr,b2163,-,weak
1848,fnr,b2194,+,strong
1849,fnr,b2195,+,strong
1850,fnr,b2196,+,strong
1851,fnr,b2197,+,strong
1852,fnr,b2198,+,strong
1853,fnr,b2199,+,strong
1854,fnr,b2200,+,strong
1855,fnr,b2201,+,strong
1856,fnr,b2202,+,strong
1857,fnr,b2203,+,strong
1858,fnr,b2204,+,strong
1859,fnr,b2205,+,strong
1860,fnr,b2206,+,strong
1861,fnr,b2207,+,strong
1862,fnr,b2208,+,strong
1863,fnr,b2239,+,weak
1864,fnr,b2240,+,weak
1865,fnr,b2242,+,weak
1866,fnr,b2243,+,weak
1867,fnr,b2276,-,strong
1868,fnr,b2277,-,strong
1869,fnr,b2278,-,strong
1870,fnr,b2279,-,strong
1871,fnr,b2280,-,strong
1872,fnr,b2281,-,strong
1873,fnr,b2282,-,strong
1874,fnr,b2283,-,strong
1875,fnr,b2284,-,strong
1876,fnr,b2285,-,strong
1877,fnr,b2286,-,strong
1878,fnr,b2287,-,strong
1879,fnr,b2288,-,strong
1880,fnr,b2296,+,weak
1881,fnr,b2367,+,weak
1882,fnr,b2368,+,weak
1883,fnr,b2481,-,weak
